coverage,retained_count,max_retained_disagreement,tta_mae,error_rate_gt12,error_rate_gt18
1.0,14036,10.835262510906423,6.210446212895747,0.13066400683955542,0.04174978626389285
0.9,12632,2.805944014161164,5.99806927000895,0.11922102596580114,0.03657378087397087
0.8,11228,2.306876590341267,5.813924720153972,0.1105272532953331,0.03402208763804774
0.7,9825,1.9895366747966503,5.673199047292461,0.10381679389312977,0.032162849872773534
0.5,7018,1.5584913735987815,5.350754890485379,0.09290396124251923,0.027215730977486464
