epoch,train_loss,val_loss,train_mae,val_mae,lr,seconds
34,7.068564845345209,6.27244140625,7.553587913513184,6.757335662841797,7.68460086824492e-05,461.3273515701294
35,6.943586181756781,6.478277780633224,7.427448749542236,6.959418773651123,7.546600811643816e-05,461.4129219055176
36,6.8866608631562665,6.103692198636239,7.370669841766357,6.586617469787598,7.405929722454026e-05,464.41643023490906
37,6.831147033967277,6.295755893640351,7.315181255340576,6.777379512786865,7.262735145222696e-05,459.55431723594666
38,6.835298174766666,6.5649305270010965,7.318392753601074,7.050158977508545,7.117167271287453e-05,460.7127890586853
39,6.844085756277227,6.322165099026864,7.328460693359375,6.802878379821777,6.969378781246436e-05,460.13071870803833
40,6.848091554418637,6.468464933696546,7.333235740661621,6.951304912567139,6.819524684817438e-05,461.15042448043823
41,6.712091096396034,6.406645550644188,7.196303844451904,6.889813423156738,6.667762158254104e-05,459.82176208496094
42,6.6008087659126025,6.016796789336623,7.083924293518066,6.496995449066162,6.514250379489753e-05,462.76184582710266
43,6.478827985515962,6.078503674958881,6.962856769561768,6.562856197357178,6.359150361181715e-05,461.3951795101166
44,6.4546403377461266,5.99210753323739,6.937222957611084,6.4711432456970215,6.202624781831268e-05,460.1819989681244
45,6.407021399484298,6.563279472484923,6.889507293701172,7.047658920288086,6.044837815156377e-05,459.9598617553711
46,6.265067993096305,6.4337600226151315,6.748190879821777,6.915290355682373,5.885954957896115e-05,460.9171493053436
47,6.389257770877421,6.153351686711897,6.872597694396973,6.634616374969482,5.726142856227452e-05,460.2364892959595
48,6.283016866378899,6.491224729303728,6.765871524810791,6.972659111022949,5.565569130976422e-05,459.6911587715149
49,6.297413158167194,6.4219072950932015,6.7820281982421875,6.907390117645264,5.4044022018070214e-05,460.3344316482544
50,6.1528752364549675,6.159299894634046,6.634953022003174,6.635800361633301,5.242811110572242e-05,459.92118072509766
51,6.105850116880074,6.769787640487938,6.588420867919922,7.252373695373535,5.080965344012508e-05,461.0345809459686
52,6.018852925378111,6.232765642132676,6.500768184661865,6.716447353363037,4.919034655987493e-05,460.020836353302
53,6.004056633345889,6.515805150082237,6.484743118286133,6.999517440795898,4.7571888894277604e-05,460.3331458568573
54,5.940534402165024,6.25158477247807,6.423063278198242,6.732187271118164,4.59559779819298e-05,459.6235206127167
55,5.834784465024798,6.318963130482456,6.316418170928955,6.800806045532227,4.434430869023579e-05,460.1733498573303
56,5.782662174248145,6.168254201788652,6.2638654708862305,6.650394916534424,4.27385714377255e-05,459.4336853027344
57,5.781585690939457,6.168321190549616,6.263838768005371,6.65009880065918,4.114045042103887e-05,461.2475428581238
58,5.642249555877402,6.1379582348204496,6.123190402984619,6.6194024085998535,3.955162184843625e-05,460.6951711177826
59,5.688463364875569,6.338361345257676,6.169286251068115,6.824479103088379,3.7973752181687335e-05,460.82348465919495
